target,k,n_samples_train,n_samples_test,baseline_r2,baseline_mae,baseline_pearson,rf_r2,rf_mae,rf_pearson,rf_fixed_params,target_rna_present
KRAS,60591,856,215,-2889.893033366366,7.976381909488098,-0.008753802200370123,0.35796009887382485,0.5588655865330832,0.6306486076380124,"{""model__n_estimators"": 800, ""model__min_samples_split"": 5, ""model__min_samples_leaf"": 8, ""model__max_features"": 0.8, ""model__max_depth"": 40, ""model__bootstrap"": true}",True
KRAS,50591,856,215,-2889.893033366366,7.976381909488098,-0.008753802200370123,0.3593398101377746,0.5557711149021978,0.6307248414644804,"{""model__n_estimators"": 800, ""model__min_samples_split"": 5, ""model__min_samples_leaf"": 8, ""model__max_features"": 0.8, ""model__max_depth"": 40, ""model__bootstrap"": true}",True
KRAS,40591,856,215,-2889.893033366366,7.976381909488098,-0.008753802200370123,0.3637909873393135,0.5566670582857227,0.6326604788929484,"{""model__n_estimators"": 800, ""model__min_samples_split"": 5, ""model__min_samples_leaf"": 8, ""model__max_features"": 0.8, ""model__max_depth"": 40, ""model__bootstrap"": true}",True
KRAS,30591,856,215,-2889.893033366366,7.976381909488098,-0.008753802200370123,0.3602931300139437,0.5576572005660899,0.6296910389975676,"{""model__n_estimators"": 800, ""model__min_samples_split"": 5, ""model__min_samples_leaf"": 8, ""model__max_features"": 0.8, ""model__max_depth"": 40, ""model__bootstrap"": true}",True
KRAS,20591,856,215,-2889.893033366366,7.976381909488098,-0.008753802200370123,0.3585030051314657,0.5582615451712107,0.6276079111224662,"{""model__n_estimators"": 800, ""model__min_samples_split"": 5, ""model__min_samples_leaf"": 8, ""model__max_features"": 0.8, ""model__max_depth"": 40, ""model__bootstrap"": true}",True
KRAS,10591,856,215,-2889.893033366366,7.976381909488098,-0.008753802200370123,0.3641581247695499,0.5551480273597906,0.6331268031044743,"{""model__n_estimators"": 800, ""model__min_samples_split"": 5, ""model__min_samples_leaf"": 8, ""model__max_features"": 0.8, ""model__max_depth"": 40, ""model__bootstrap"": true}",True
KRAS,1000,856,215,-2889.893033366366,7.976381909488098,-0.008753802200370123,0.3841832757569188,0.5488559272630931,0.6430907340899396,"{""model__n_estimators"": 800, ""model__min_samples_split"": 5, ""model__min_samples_leaf"": 8, ""model__max_features"": 0.8, ""model__max_depth"": 40, ""model__bootstrap"": true}",True
