target,control_type,n_samples,baseline_r2,baseline_mae,baseline_pearson,rf_r2,rf_mae,rf_pearson,rf_best_cv_r2,rf_best_params,target_rna_in_top50
GAPDH,real,1071,-1.4134790971260167,1.1582932735430087,0.4567585150898894,0.4051688606961077,0.5547635996522114,0.6413478352983059,0.5652676347576071,"{""n_estimators"": 300, ""min_samples_split"": 5, ""min_samples_leaf"": 2, ""max_features"": 0.5, ""max_depth"": 40, ""bootstrap"": false}",True
GAPDH,shuffled,1071,-1.4134790971260167,1.1582932735430087,0.4567585150898894,-0.06231711320956923,0.83656070255284,0.07008958576296395,0.5652676347576071,"{""n_estimators"": 300, ""min_samples_split"": 5, ""min_samples_leaf"": 2, ""max_features"": 0.5, ""max_depth"": 40, ""bootstrap"": false}",True
