target,control_type,n_samples,baseline_r2,baseline_mae,baseline_pearson,rf_r2,rf_mae,rf_pearson,rf_best_cv_r2,rf_best_params,target_rna_in_top50
TP53,real,763,-0.3929489703126978,0.8955126118565503,0.5237105506099505,0.3770787361321374,0.6045676287958187,0.6177023554661579,0.3834421736840562,"{""n_estimators"": 500, ""min_samples_split"": 10, ""min_samples_leaf"": 8, ""max_features"": 0.5, ""max_depth"": 5, ""bootstrap"": false}",True
TP53,shuffled,763,-0.3929489703126978,0.8955126118565503,0.5237105506099505,-0.02414712167940114,0.8072164561105474,0.08233478930213849,0.3834421736840562,"{""n_estimators"": 500, ""min_samples_split"": 10, ""min_samples_leaf"": 8, ""max_features"": 0.5, ""max_depth"": 5, ""bootstrap"": false}",True
